Dex No.,Name,Forme,Classification,Generation,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,Gender,Male Gender Ratio,Female Gender Ratio,Catch Rate,Egg Group 1,Egg Group 2,Hatch Time Cycles,Height (In),Height (M),Weight (Lbs),Weight (Kg),Mega Stone 1,Mega Stone 2,EXP Yield (Gen I),EXP Yield (Gen II),EXP Yield (Gen III),EXP Yield (Gen IV),EXP Yield (Gen V+),Leveling Rate,EV Yield (HP),EV Yield (Attack),EV Yield (Defense),EV Yield (Sp.Atk),EV Yield (Sp.Def),EV Yield (Speed),Shape Img URL,Footprint Img Url,Base Friendship,Base HP,Base Attack,Base Defense,Base Special Attack,Base Special Defense,Base Speed,Base Stat Total,Color
#0188,Skiploom,,Cottonweed Pokémon,Generation II,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,,0.5,0.5,120,Fairy,Grass,20,24,0.6,2.2,1.0,,,,136,136,136,119,Medium Slow,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/7/77/F0188.png,70,|55|55|55|55|55|55|55|55,|45|45|45|45|45|45|45|45,|50|50|50|50|50|50|50|50,|45|45|45|45|45|45|45|45,|65|65|65|65|65|65|65|65,|80|80|80|80|80|80|80|80,|340|340|340|340|340|340|340|340,Green
#0189,Jumpluff,,Cottonweed Pokémon,Generation II,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,,0.5,0.5,45,Fairy,Grass,20,31,0.8,6.6,3.0,,,,176,176,176,207,Medium Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/6/6f/F0189.png,70,|75|75|75|75|75|75|75|75,|55|55|55|55|55|55|55|55,|70|70|70|70|70|70|70|70,|55|55|55|55|55|55|55|55,|85|85|85|85|95|95|95|95,|110|110|110|110|110|110|110|110,|450|450|450|450|460|460|460|460,Blue
#0190,Aipom,,Long Tail Pokémon,Generation II,Normal,,Run Away,Pickup,Skill Link,,0.5,0.5,45,Field,,20,31,0.8,25.4,11.5,,,,94,94,94,72,Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/b/ba/F0190.png,70,|55|55|55|55|55|55|55|55,|70|70|70|70|70|70|70|70,|55|55|55|55|55|55|55|55,|40|40|40|40|40|40|40|40,|55|55|55|55|55|55|55|55,|85|85|85|85|85|85|85|85,|360|360|360|360|360|360|360|360,Purple
#0191,Sunkern,,Seed Pokémon,Generation II,Grass,,Chlorophyll,Solar Power,Early Bird,,0.5,0.5,235,Grass,,20,12,0.3,4.0,1.8,,,,52,52,52,36,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/a/a3/F0191.png,70,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|180|180|180|180|180|180|180|180,Yellow
#0192,Sunflora,,Sun Pokémon,Generation II,Grass,,Chlorophyll,Solar Power,Early Bird,,0.5,0.5,120,Grass,,20,31,0.8,18.7,8.5,,,,146,146,146,149,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/f/f8/F0192.png,70,|75|75|75|75|75|75|75|75,|75|75|75|75|75|75|75|75,|55|55|55|55|55|55|55|55,|105|105|105|105|105|105|105|105,|85|85|85|85|85|85|85|85,|30|30|30|30|30|30|30|30,|425|425|425|425|425|425|425|425,Yellow
#0193,Yanma,,Clear Wing Pokémon,Generation II,Bug,Flying,Speed Boost,Compound Eyes,Frisk,,0.5,0.5,75,Bug,,20,47,1.2,83.8,38.0,,,,147,147,147,78,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/c/cd/F0193.png,70,|65|65|65|65|65|65|65|65,|65|65|65|65|65|65|65|65,|45|45|45|45|45|45|45|45,|75|75|75|75|75|75|75|75,|45|45|45|45|45|45|45|45,|95|95|95|95|95|95|95|95,|390|390|390|390|390|390|390|390,Red
#0194,Wooper,,Water Fish Pokémon,Generation II,Water,Ground,Damp,Water Absorb,Unaware,,0.5,0.5,255,Water 1,Field,20,16,0.4,18.7,8.5,,,,52,52,52,42,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/8/81/F0194.png,70,|55|55|55|55|55|55|55|55,|45|45|45|45|45|45|45|45,|45|45|45|45|45|45|45|45,|25|25|25|25|25|25|25|25,|25|25|25|25|25|25|25|25,|15|15|15|15|15|15|15|15,|210|210|210|210|210|210|210|210,Blue
#0194,Wooper,Paldean Wooper,Poison Fish Pokémon,Generation IX,Poison,Ground,Poison Point,Water Absorb,,,0.5,0.5,255,Water 1,Field,20,16,0.4,24.3,11.0,,,,52,52,52,42,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/8/81/F0194.png,70,||||||||55,||||||||45,||||||||45,||||||||25,||||||||25,||||||||15,||||||||210,Brown
#0195,Quagsire,,Water Fish Pokémon,Generation II,Water,Ground,Damp,Water Absorb,Unaware,,0.5,0.5,90,Water 1,Field,20,55,1.4,165.3,75.0,,,,137,137,137,151,Medium Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/1/15/F0195.png,70,|95|95|95|95|95|95|95|95,|85|85|85|85|85|85|85|85,|85|85|85|85|85|85|85|85,|65|65|65|65|65|65|65|65,|65|65|65|65|65|65|65|65,|35|35|35|35|35|35|35|35,|430|430|430|430|430|430|430|430,Blue
#0196,Espeon,,Sun Pokémon,Generation II,Psychic,,Synchronize,,Magic Bounce,,0.875,0.125,45,Field,,35,35,0.9,58.4,26.5,,,,197,197,197,184,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/5/5f/F0196.png,70,|65|65|65|65|65|65|65|65,|65|65|65|65|65|65|65|65,|60|60|60|60|60|60|60|60,|130|130|130|130|130|130|130|130,|95|95|95|95|95|95|95|95,|110|110|110|110|110|110|110|110,|525|525|525|525|525|525|525|525,Purple
#0197,Umbreon,,Moonlight Pokémon,Generation II,Dark,,Synchronize,,Inner Focus,,0.875,0.125,45,Field,,35,39,1.0,59.5,27.0,,,,197,197,197,184,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/4/40/F0197.png,35,|95|95|95|95|95|95|95|95,|65|65|65|65|65|65|65|65,|110|110|110|110|110|110|110|110,|60|60|60|60|60|60|60|60,|130|130|130|130|130|130|130|130,|65|65|65|65|65|65|65|65,|525|525|525|525|525|525|525|525,Black
#0198,Murkrow,,Darkness Pokémon,Generation II,Dark,Flying,Insomnia,Super Luck,Prankster,,0.5,0.5,30,Flying,,20,20,0.5,4.6,2.1,,,,107,107,107,81,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/a/af/F0198.png,35,|60|60|60|60|60|60|60|60,|85|85|85|85|85|85|85|85,|42|42|42|42|42|42|42|42,|85|85|85|85|85|85|85|85,|42|42|42|42|42|42|42|42,|91|91|91|91|91|91|91|91,|405|405|405|405|405|405|405|405,Black
#0199,Slowking,,Royal Pokémon,Generation II,Water,Psychic,Oblivious,Own Tempo,Regenerator,,0.5,0.5,70,Monster,Water 1,20,79,2.0,175.3,79.5,,,,164,164,164,172,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/2/28/F0199.png,70,|95|95|95|95|95|95|95|95,|75|75|75|75|75|75|75|75,|80|80|80|80|80|80|80|80,|100|100|100|100|100|100|100|100,|110|110|110|110|110|110|110|110,|30|30|30|30|30|30|30|30,|490|490|490|490|490|490|490|490,Pink
#0199,Slowking,Galarian Slowking,Hexpert Pokémon,Generation VIII,Poison,Psychic,Curious Medicine,Own Tempo,,,0.5,0.5,70,Monster,Water 1,20,71,1.8,175.3,79.5,,,,164,164,164,172,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/2/28/F0199.png,70,|||||||95|95,|||||||65|65,|||||||80|80,|||||||110|110,|||||||110|110,|||||||30|30,|||||||490|490,Pink
#0200,Misdreavus,,Screech Pokémon,Generation II,Ghost,,Levitate,,,,0.5,0.5,45,Amorphous,,25,28,0.7,2.2,1.0,,,,147,147,147,87,Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/82/F0200.png,35,|60|60|60|60|60|60|60|60,|60|60|60|60|60|60|60|60,|60|60|60|60|60|60|60|60,|85|85|85|85|85|85|85|85,|85|85|85|85|85|85|85|85,|85|85|85|85|85|85|85|85,|435|435|435|435|435|435|435|435,Gray
#0201,Unown,,Symbol Pokémon,Generation II,Psychic,,Levitate,,,N,,,225,,,40,20,0.5,11.0,5.0,,,,61,61,61,118,Medium Fast,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/6/6f/F0201.png,70,|48|48|48|48|48|48|48|48,|72|72|72|72|72|72|72|72,|48|48|48|48|48|48|48|48,|72|72|72|72|72|72|72|72,|48|48|48|48|48|48|48|48,|48|48|48|48|48|48|48|48,|336|336|336|336|336|336|336|336,Black
#0202,Wobbuffet,,Patient Pokémon,Generation II,Psychic,,Shadow Tag,,Telepathy,,0.5,0.5,45,Amorphous,,20,51,1.3,62.8,28.5,,,,177,177,177,142,Medium Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/3/3e/F0202.png,70,|190|190|190|190|190|190|190|190,|33|33|33|33|33|33|33|33,|58|58|58|58|58|58|58|58,|33|33|33|33|33|33|33|33,|58|58|58|58|58|58|58|58,|33|33|33|33|33|33|33|33,|405|405|405|405|405|405|405|405,Blue
#0203,Girafarig,,Long Neck Pokémon,Generation II,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,,0.5,0.5,60,Field,,20,59,1.5,91.5,41.5,,,,149,149,149,159,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/e/e6/F0203.png,70,|70|70|70|70|70|70|70|70,|80|80|80|80|80|80|80|80,|65|65|65|65|65|65|65|65,|90|90|90|90|90|90|90|90,|65|65|65|65|65|65|65|65,|85|85|85|85|85|85|85|85,|455|455|455|455|455|455|455|455,Yellow
#0204,Pineco,,Bagworm Pokémon,Generation II,Bug,,Sturdy,,Overcoat,,0.5,0.5,190,Bug,,20,24,0.6,15.9,7.2,,,,60,60,60,58,Medium Fast,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/d/dd/F0204.png,70,|50|50|50|50|50|50|50|50,|65|65|65|65|65|65|65|65,|90|90|90|90|90|90|90|90,|35|35|35|35|35|35|35|35,|35|35|35|35|35|35|35|35,|15|15|15|15|15|15|15|15,|290|290|290|290|290|290|290|290,Gray
#0205,Forretress,,Bagworm Pokémon,Generation II,Bug,Steel,Sturdy,,Overcoat,,0.5,0.5,75,Bug,,20,47,1.2,277.3,125.8,,,,118,118,118,163,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/f/f1/F0205.png,70,|75|75|75|75|75|75|75|75,|90|90|90|90|90|90|90|90,|140|140|140|140|140|140|140|140,|60|60|60|60|60|60|60|60,|60|60|60|60|60|60|60|60,|40|40|40|40|40|40|40|40,|465|465|465|465|465|465|465|465,Purple
#0206,Dunsparce,,Land Snake Pokémon,Generation II,Normal,,Serene Grace,Run Away,Rattled,,0.5,0.5,190,Field,,20,59,1.5,30.9,14.0,,,,75,75,125,145,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/9/91/F0206.png,70,|100|100|100|100|100|100|100|100,|70|70|70|70|70|70|70|70,|70|70|70|70|70|70|70|70,|65|65|65|65|65|65|65|65,|65|65|65|65|65|65|65|65,|45|45|45|45|45|45|45|45,|415|415|415|415|415|415|415|415,Yellow
#0207,Gligar,,Fly Scorpion Pokémon,Generation II,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,,0.5,0.5,60,Bug,,20,43,1.1,142.9,64.8,,,,108,108,108,86,Medium Slow,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/5/59/F0207.png,70,|65|65|65|65|65|65|65|65,|75|75|75|75|75|75|75|75,|105|105|105|105|105|105|105|105,|35|35|35|35|35|35|35|35,|65|65|65|65|65|65|65|65,|85|85|85|85|85|85|85|85,|430|430|430|430|430|430|430|430,Purple
#0208,Steelix,,Iron Snake Pokémon,Generation II,Steel,Ground,Rock Head,Sturdy,Sheer Force,,0.5,0.5,25,Mineral,,25,362,9.2,881.8,400.0,Steelixite,,,196,196,196,179,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/6/60/F0208.png,70,|75|75|75|75|75|75|75|75,|85|85|85|85|85|85|85|85,|200|200|200|200|200|200|200|200,|55|55|55|55|55|55|55|55,|65|65|65|65|65|65|65|65,|30|30|30|30|30|30|30|30,|510|510|510|510|510|510|510|510,Gray
#0208,Steelix,Mega Steelix,Iron Snake Pokémon,Generation VI,Steel,Ground,Sand Force,,,,0.5,0.5,25,Mineral,,25,413,10.5,1631.4,740.0,Steelixite,,,196,196,196,179,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/6/60/F0208.png,70,|||||75|75|75|75,|||||125|125|125|125,|||||230|230|230|230,|||||55|55|55|55,|||||95|95|95|95,|||||30|30|30|30,|||||610|610|610|610,Gray
#0209,Snubbull,,Fairy Pokémon,Generation II,Fairy,,Intimidate,Run Away,Rattled,,0.25,0.75,190,Field,Fairy,20,24,0.6,17.2,7.8,,,,63,63,63,60,Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/9/96/F0209.png,70,|60|60|60|60|60|60|60|60,|80|80|80|80|80|80|80|80,|50|50|50|50|50|50|50|50,|40|40|40|40|40|40|40|40,|40|40|40|40|40|40|40|40,|30|30|30|30|30|30|30|30,|300|300|300|300|300|300|300|300,Pink
#0210,Granbull,,Fairy Pokémon,Generation II,Fairy,,Intimidate,Quick Feet,Rattled,,0.25,0.75,75,Field,Fairy,20,55,1.4,107.4,48.7,,,,178,178,178,158,Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/e/e3/F0210.png,70,|90|90|90|90|90|90|90|90,|120|120|120|120|120|120|120|120,|75|75|75|75|75|75|75|75,|60|60|60|60|60|60|60|60,|60|60|60|60|60|60|60|60,|45|45|45|45|45|45|45|45,|450|450|450|450|450|450|450|450,Purple
#0211,Qwilfish,,Balloon Pokémon,Generation II,Water,Poison,Poison Point,Swift Swim,Intimidate,,0.5,0.5,45,Water 2,,20,20,0.5,8.6,3.9,,,,100,100,100,88,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/5/56/F0211.png,70,|65|65|65|65|65|65|65|65,|95|95|95|95|95|95|95|95,|75|75|75|75|75|85|85|85,|55|55|55|55|55|55|55|55,|55|55|55|55|55|55|55|55,|85|85|85|85|85|85|85|85,|430|430|430|430|430|440|440|440,Gray
#0211,Qwilfish,Hisuian Qwilfish,Balloon Pokémon,Generation VIII,Dark,Poison,Poison Point,Swift Swim,Intimidate,,0.5,0.5,45,Water 2,,20,20,0.5,8.6,3.9,,,,100,100,100,88,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/5/56/F0211.png,70,|||||||65|65,|||||||95|95,|||||||85|85,|||||||55|55,|||||||55|55,|||||||85|85,|||||||440|440,Black
#0212,Scizor,,Pincer Pokémon,Generation II,Bug,Steel,Swarm,Technician,Light Metal,,0.5,0.5,25,Bug,,25,71,1.8,260.1,118.0,Scizorite,,,200,200,200,175,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/0/03/F0212.png,70,|70|70|70|70|70|70|70|70,|130|130|130|130|130|130|130|130,|100|100|100|100|100|100|100|100,|55|55|55|55|55|55|55|55,|80|80|80|80|80|80|80|80,|65|65|65|65|65|65|65|65,|500|500|500|500|500|500|500|500,Red
#0212,Scizor,Mega Scizor,Pincer Pokémon,Generation VI,Bug,Steel,Technician,,,,0.5,0.5,25,Bug,,25,79,2.0,275.6,125.0,Scizorite,,,200,200,200,175,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/0/03/F0212.png,70,|||||70|70|70|70,|||||150|150|150|150,|||||140|140|140|140,|||||65|65|65|65,|||||100|100|100|100,|||||75|75|75|75,|||||600|600|600|600,Red
#0213,Shuckle,,Mold Pokémon,Generation II,Bug,Rock,Sturdy,Gluttony,Contrary,,0.5,0.5,190,Bug,,20,24,0.6,45.2,20.5,,,,80,80,80,177,Medium Slow,0,0,1,0,1,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/5/55/F0213.png,70,|20|20|20|20|20|20|20|20,|10|10|10|10|10|10|10|10,|230|230|230|230|230|230|230|230,|10|10|10|10|10|10|10|10,|230|230|230|230|230|230|230|230,|5|5|5|5|5|5|5|5,|505|505|505|505|505|505|505|505,Yellow
#0214,Heracross,,Single Horn Pokémon,Generation II,Bug,Fighting,Swarm,Guts,Moxie,,0.5,0.5,45,Bug,,25,59,1.5,119.0,54.0,Heracronite,,,200,200,200,175,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/b/b9/F0214.png,70,|80|80|80|80|80|80|80|80,|125|125|125|125|125|125|125|125,|75|75|75|75|75|75|75|75,|40|40|40|40|40|40|40|40,|95|95|95|95|95|95|95|95,|85|85|85|85|85|85|85|85,|500|500|500|500|500|500|500|500,Blue
#0214,Heracross,Mega Heracross,Single Horn Pokémon,Generation VI,Bug,Fighting,Skill Link,,,,0.5,0.5,45,Bug,,25,67,1.7,137.8,62.5,Heracronite,,,200,200,200,175,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/b/b9/F0214.png,70,|||||80|80|80|80,|||||185|185|185|185,|||||115|115|115|115,|||||40|40|40|40,|||||105|105|105|105,|||||75|75|75|75,|||||600|600|600|600,Blue
#0215,Sneasel,,Sharp Claw Pokémon,Generation II,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,,0.5,0.5,60,Field,,20,35,0.9,61.7,28.0,,,,132,132,132,86,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/4/44/F0215.png,35,|55|55|55|55|55|55|55|55,|95|95|95|95|95|95|95|95,|55|55|55|55|55|55|55|55,|35|35|35|35|35|35|35|35,|75|75|75|75|75|75|75|75,|115|115|115|115|115|115|115|115,|430|430|430|430|430|430|430|430,Black
#0215,Sneasel,Hisuian Sneasel,Sharp Claw Pokémon,Generation VIII,Fighting,Poison,Inner Focus,Keen Eye,Pickpocket,,0.5,0.5,60,Field,,20,35,0.9,59.5,27.0,,,,132,132,132,86,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/4/44/F0215.png,35,|||||||55|55,|||||||95|95,|||||||55|55,|||||||35|35,|||||||75|75,|||||||115|115,|||||||430|430,Gray
#0216,Teddiursa,,Little Bear Pokémon,Generation II,Normal,,Pickup,Quick Feet,Honey Gather,,0.5,0.5,120,Field,,20,24,0.6,19.4,8.8,,,,124,124,124,66,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/b/b5/F0216.png,70,|60|60|60|60|60|60|60|60,|80|80|80|80|80|80|80|80,|50|50|50|50|50|50|50|50,|50|50|50|50|50|50|50|50,|50|50|50|50|50|50|50|50,|40|40|40|40|40|40|40|40,|330|330|330|330|330|330|330|330,Brown
#0217,Ursaring,,Hibernator Pokémon,Generation II,Normal,,Guts,Quick Feet,Unnerve,,0.5,0.5,60,Field,,20,71,1.8,277.3,125.8,,,,189,189,189,175,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/e/e8/F0217.png,70,|90|90|90|90|90|90|90|90,|130|130|130|130|130|130|130|130,|75|75|75|75|75|75|75|75,|75|75|75|75|75|75|75|75,|75|75|75|75|75|75|75|75,|55|55|55|55|55|55|55|55,|500|500|500|500|500|500|500|500,Brown
#0218,Slugma,,Lava Pokémon,Generation II,Fire,,Magma Armor,Flame Body,Weak Armor,,0.5,0.5,190,Amorphous,,20,28,0.7,77.2,35.0,,,,78,78,78,50,Medium Fast,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/e/e8/F0218.png,70,|40|40|40|40|40|40|40|40,|40|40|40|40|40|40|40|40,|40|40|40|40|40|40|40|40,|70|70|70|70|70|70|70|70,|40|40|40|40|40|40|40|40,|20|20|20|20|20|20|20|20,|250|250|250|250|250|250|250|250,Red
#0219,Magcargo,,Lava Pokémon,Generation II,Fire,Rock,Magma Armor,Flame Body,Weak Armor,,0.5,0.5,75,Amorphous,,20,31,0.8,121.3,55.0,,,,154,154,154,151,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/b/b6/F0219.png,70,|50|50|50|50|50|60|60|60,|50|50|50|50|50|50|50|50,|120|120|120|120|120|120|120|120,|80|80|80|80|80|90|90|90,|80|80|80|80|80|80|80|80,|30|30|30|30|30|30|30|30,|410|410|410|410|410|430|430|430,Red
#0220,Swinub,,Pig Pokémon,Generation II,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,,0.5,0.5,225,Field,,20,16,0.4,14.3,6.5,,,,78,78,78,50,Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/f/fd/F0220.png,70,|50|50|50|50|50|50|50|50,|50|50|50|50|50|50|50|50,|40|40|40|40|40|40|40|40,|30|30|30|30|30|30|30|30,|30|30|30|30|30|30|30|30,|50|50|50|50|50|50|50|50,|250|250|250|250|250|250|250|250,Brown
#0221,Piloswine,,Swine Pokémon,Generation II,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,,0.5,0.5,75,Field,,20,43,1.1,123.0,55.8,,,,160,160,160,158,Slow,1,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/1/15/F0221.png,70,|100|100|100|100|100|100|100|100,|100|100|100|100|100|100|100|100,|80|80|80|80|80|80|80|80,|60|60|60|60|60|60|60|60,|60|60|60|60|60|60|60|60,|50|50|50|50|50|50|50|50,|450|450|450|450|450|450|450|450,Brown
#0222,Corsola,,Coral Pokémon,Generation II,Water,Rock,Hustle,Natural Cure,Regenerator,,0.25,0.75,60,Water 1,Water 3,20,24,0.6,11.0,5.0,,,,113,113,113,144,Fast,0,0,1,0,1,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/6/60/F0222.png,70,|55|55|55|55|55|65|65|65,|55|55|55|55|55|55|55|55,|85|85|85|85|85|95|95|95,|65|65|65|65|65|65|65|65,|85|85|85|85|85|95|95|95,|35|35|35|35|35|35|35|35,|380|380|380|380|380|410|410|410,Pink
#0222,Corsola,Galarian Corsola,Coral Pokémon,Generation VIII,Ghost,,Weak Armor,,Cursed Body,,0.25,0.75,60,Water 1,Water 3,20,24,0.6,1.1,0.5,,,,113,113,113,144,Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/6/60/F0222.png,70,|||||||60|60,|||||||55|55,|||||||100|100,|||||||65|65,|||||||100|100,|||||||30|30,|||||||410|410,White
#0223,Remoraid,,Jet Pokémon,Generation II,Water,,Hustle,Sniper,Moody,,0.5,0.5,190,Water 1,Water 2,20,24,0.6,26.5,12.0,,,,78,78,78,60,Medium Fast,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/d/dc/F0223.png,70,|35|35|35|35|35|35|35|35,|65|65|65|65|65|65|65|65,|35|35|35|35|35|35|35|35,|65|65|65|65|65|65|65|65,|35|35|35|35|35|35|35|35,|65|65|65|65|65|65|65|65,|300|300|300|300|300|300|300|300,Gray
#0224,Octillery,,Jet Pokémon,Generation II,Water,,Suction Cups,Sniper,Moody,,0.5,0.5,75,Water 1,Water 2,20,35,0.9,62.8,28.5,,,,164,164,164,168,Medium Fast,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/b/b4/F0224.png,70,|75|75|75|75|75|75|75|75,|105|105|105|105|105|105|105|105,|75|75|75|75|75|75|75|75,|105|105|105|105|105|105|105|105,|75|75|75|75|75|75|75|75,|45|45|45|45|45|45|45|45,|480|480|480|480|480|480|480|480,Red
#0225,Delibird,,Delivery Pokémon,Generation II,Ice,Flying,Vital Spirit,Hustle,Insomnia,,0.5,0.5,45,Water 1,Field,20,35,0.9,35.3,16.0,,,,183,183,183,116,Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/1/16/F0225.png,70,|45|45|45|45|45|45|45|45,|55|55|55|55|55|55|55|55,|45|45|45|45|45|45|45|45,|65|65|65|65|65|65|65|65,|45|45|45|45|45|45|45|45,|75|75|75|75|75|75|75|75,|330|330|330|330|330|330|330|330,Red
#0226,Mantine,,Kite Pokémon,Generation II,Water,Flying,Swift Swim,Water Absorb,Water Veil,,0.5,0.5,25,Water 1,,25,83,2.1,485.0,220.0,,,,168,168,168,170,Slow,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/5/58/F0226.png,70,|65|65|65|65|65|65|65|65,|40|40|40|40|40|40|40|40,|70|70|70|70|70|70|70|70,|80|80|80|80|80|80|80|80,|140|140|140|140|140|140|140|140,|70|70|70|70|70|70|70|70,|465|465|465|465|465|465|465|465,Purple
